기준연도,시군명,연령대,성별,결제건수,결제금액,결제취소건수,결제취소금액,1회평균결제금액
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2022,광명시,10대,남,64934,1608342586,336,20846100,24769
2022,광명시,10대,여,63907,1591474609,365,15390923,24903
2022,광명시,20대,남,264748,4247894698,1886,90824323,16045
2022,광명시,30대,남,377841,9902758821,4346,358538882,26209
2022,광명시,30대,여,595298,16545213528,5086,330609738,27793
2022,광명시,40대,남,752600,25624238383,6840,577347383,34048
2022,광명시,40대,여,1200733,36305915243,9151,544872882,30236
2022,광명시,50대,남,420386,10473966247,3011,198078587,24915
2022,광명시,50대,여,525990,10962272736,3694,158853758,20841
2022,광명시,60대,남,173493,3105103160,1216,75146231,17898
2022,광명시,60대,여,266231,4945205847,1741,61633372,18575
2022,광명시,70대,남,47483,795069567,304,10899640,16744
2022,광명시,70대,여,64622,1176177869,398,14745826,18201
2022,광명시,80대,남,6693,113790668,33,857490,17001
2022,광명시,80대,여,8826,165637943,85,3707736,18767
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2022,광명시,10대,남,64934,1608342586,336,20846100,24769
2022,광명시,10대,여,63907,1591474609,365,15390923,24903
2022,광명시,20대,남,264748,4247894698,1886,90824323,16045
2022,광명시,20대,여,280971,5285391496,2358,79647453,18811
2022,광명시,30대,남,377841,9902758821,4346,358538882,26209
2022,광명시,30대,여,595298,16545213528,5086,330609738,27793
2022,광명시,40대,남,752600,25624238383,6840,577347383,34048
2022,광명시,40대,여,1200733,36305915243,9151,544872882,30236
2022,광명시,50대,남,420386,10473966247,3011,198078587,24915
2022,광명시,50대,여,525990,10962272736,3694,158853758,20841
2022,광명시,60대,남,173493,3105103160,1216,75146231,17898
2022,광명시,60대,여,266231,4945205847,1741,61633372,18575
2022,광명시,70대,남,47483,795069567,304,10899640,16744
2022,광명시,70대,여,64622,1176177869,398,14745826,18201
2022,광명시,80대,남,6693,113790668,33,857490,17001
2022,광명시,80대,여,8826,165637943,85,3707736,18767
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2022,광명시,10대,남,64934,1608342586,336,20846100,24769
2022,광명시,10대,여,63907,1591474609,365,15390923,24903
2022,광명시,20대,남,264748,4247894698,1886,90824323,16045
2022,광명시,20대,여,280971,5285391496,2358,79647453,18811
2022,광명시,30대,남,377841,9902758821,4346,358538882,26209
2022,광명시,30대,여,595298,16545213528,5086,330609738,27793
2022,광명시,40대,남,752600,25624238383,6840,577347383,34048
2022,광명시,40대,여,1200733,36305915243,9151,544872882,30236
2022,광명시,50대,남,420386,10473966247,3011,198078587,24915
2022,광명시,50대,여,525990,10962272736,3694,158853758,20841
2022,광명시,60대,남,173493,3105103160,1216,75146231,17898
2022,광명시,60대,여,266231,4945205847,1741,61633372,18575
2022,광명시,70대,남,47483,795069567,304,10899640,16744
2022,광명시,70대,여,64622,1176177869,398,14745826,18201
2022,광명시,80대,남,6693,113790668,33,857490,17001
2022,광명시,80대,여,8826,165637943,85,3707736,18767
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2022,광명시,10대,남,64934,1608342586,336,20846100,24769
2022,광명시,10대,여,63907,1591474609,365,15390923,24903
2022,광명시,20대,남,264748,4247894698,1886,90824323,16045
2022,광명시,20대,여,280971,5285391496,2358,79647453,18811
2022,광명시,30대,남,377841,9902758821,4346,358538882,26209
2022,광명시,30대,여,595298,16545213528,5086,330609738,27793
2022,광명시,40대,남,752600,25624238383,6840,577347383,34048
2022,광명시,40대,여,1200733,36305915243,9151,544872882,30236
2022,광명시,50대,남,420386,10473966247,3011,198078587,24915
2022,광명시,50대,여,525990,10962272736,3694,158853758,20841
2022,광명시,60대,남,173493,3105103160,1216,75146231,17898
2022,광명시,60대,여,266231,4945205847,1741,61633372,18575
2022,광명시,70대,남,47483,795069567,304,10899640,16744
2022,광명시,70대,여,64622,1176177869,398,14745826,18201
2022,광명시,80대,남,6693,113790668,33,857490,17001
2022,광명시,80대,여,8826,165637943,85,3707736,18767
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,10대,남,87776,1466838268,417,17018774,16711
2021,광명시,10대,여,80636,1453192003,524,18150321,18022
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
2021,광명시,20대,여,371855,6500336934,2639,82633241,17481
2021,광명시,30대,남,384187,8824504695,3358,214303215,22969
2021,광명시,30대,여,616756,15109680695,4948,245030104,24499
2021,광명시,40대,남,778649,23097713328,5927,377675016,29664
2021,광명시,40대,여,1168411,32467097786,8655,451339993,27787
2021,광명시,50대,남,416411,9260819353,2692,134993480,22240
2021,광명시,50대,여,497970,9632761393,3588,123540275,19344
2021,광명시,60대,남,164158,2877758280,1115,42398506,17530
2021,광명시,60대,여,242341,4284725848,1755,60247917,17681
2021,광명시,70대,남,45824,745217480,288,7732850,16263
2021,광명시,70대,여,55113,961319433,400,11578153,17443
2021,광명시,80대,남,6317,115000178,46,911057,18205
2021,광명시,80대,여,8869,174880736,83,3682310,19718
2021,광명시,20대,남,376022,5636994428,2165,79196776,14991
